Sample,SRS,GPS,STS,UMS,SPS,SWS,BRS,SOLIDS,PH,TA,ALCOHOL,LPP,SPP,TANNINS,PHENOLICS,PROTEINS,MANNOPR
RW-10,1220.47264285714,1968.0984,820.283142857143,856.386642857143,1112.61252857143,1119.94945714286,1434.79812857143,8.3,3.58,0.62,13.2,0.648,0.909,393,168,75.01,0.00
RW-10,1221.96908571429,1970.69901428571,827.242328571429,857.9412,1114.50124285714,1118.94698571429,1442.14958571429,8.4,3.58,0.63,13.2,0.592,0.951,398,177,69.01,0.00
RW-10,1224.09025714286,1969.63842857143,827.794414285714,857.708742857143,1113.70217142857,1117.23261428571,1443.60244285714,8.4,3.58,0.63,13.2,0.64,0.926,400,179,90.01,60.27
Sal-11,837.063642857143,2602.34318571429,762.561128571429,1055.3409,1174.69311428571,1047.45188571429,-574.517828571429,8.3,3.73,0.51,13.2,0.44,0.574,399,150,56.01,88.27
Sal-11,836.744014285714,2601.97997142857,766.483842857143,1062.6633,1184.00592857143,1047.87321428571,-554.337642857143,8.3,3.73,0.53,13.2,0.464,0.583,421,157,48.00,99.85
Sal-11,837.964414285714,2608.93915714286,769.186157142858,1066.45525714286,1187.81241428571,1048.41077142857,-536.8743,8.2,3.72,0.52,12.8,0.464,0.6,398,152,51.01,77.98
SR-09,953.422971428571,2351.01342857143,754.802871428571,-70.173,864.479057142857,1069.9857,1611.3348,8.6,3.69,0.47,13.6,1.544,1.32,463,180,69.01,140.93
SR-09,954.120342857143,2348.52904285714,765.147214285714,-64.8264857142857,870.552,1070.65401428571,1606.77282857143,8.5,3.7,0.43,14.2,1.568,1.303,465,180,102.01,100.78
SR-09,954.933942857143,2354.16612857143,766.629128571429,-62.1677571428571,875.360957142857,1071.07534285714,1619.09305714286,8.5,3.68,0.55,14.2,1.56,1.337,462,165,106.01,68.82
SS-10,966.367928571428,2422.3923,792.315642857143,8.38298571428571,909.793671428571,1057.04074285714,1515.72227142857,8.4,3.7,0.56,13,0.8,1.071,430,185,46.00,163.17
SS-10,971.205942857143,2432.50418571429,799.144071428571,11.6083285714286,913.759971428571,1057.62188571429,1502.35598571429,8.4,3.69,0.55,13.5,0.84,1.097,432,191,46.00,196.58
SS-10,974.068071428572,2435.22102857143,800.190128571429,15.1242428571429,916.752857142857,1058.697,1507.33928571429,8.4,3.7,0.54,13.5,0.808,1.123,450,191,48.00,179.88
Te,793.681328571429,2420.57622857143,771.162042857143,793.797557142857,936.468128571428,1062.37272857143,-104.518542857143,8.2,3.62,0.49,11.8,1.248,0.617,337,104,82.01,191.07
Te,794.015485714286,2425.69028571429,772.135457142857,796.485342857143,938.661942857143,1062.57612857143,-107.206328571429,8.2,3.62,0.48,11.3,1.256,0.66,333,106,80.01,170.05
Te,792.533571428571,2428.47977142857,774.372857142857,796.441757142857,938.531185714286,1062.03857142857,-109.559957142857,8.2,3.63,0.49,11.8,1.256,0.694,334,108,77.01,367.23
TR-10,1218.13354285714,2027.37497142857,773.137928571429,817.1595,1098.43264285714,1112.56894285714,1493.31921428571,8.8,3.75,0.55,14.5,1.656,1.089,920,275,55.01,147.08
TR-10,1215.25688571429,2029.90294285714,770.522785714286,818.394428571429,1102.50064285714,1114.44312857143,1487.3625,8.7,3.75,0.54,14.2,1.76,1.131,917,289,39.00,104.30
TR-10,1211.77002857143,2032.95394285714,769.331442857143,818.917457142857,1101.13495714286,1114.31237142857,1486.63607142857,8.7,3.75,0.55,14,1.72,1.166,907,282,60.01,19.64
TS-09,1164.65387142857,1894.99062857143,648.017871428572,789.337285714286,1047.04508571429,1127.60601428571,1400.65598571429,8.5,3.56,0.6,14,1.064,1.114,395,172,65.01,45.73
TS-09,1162.88138571429,1894.23514285714,643.063628571429,784.906071428571,1041.65498571429,1123.85764285714,1395.04795714286,8.5,3.56,0.59,13.7,1.088,1.174,389,185,67.01,59.46
TS-09,1162.31477142857,1893.56682857143,640.288671428571,783.511328571429,1039.19965714286,1125.0054,1392.9849,8.4,3.57,0.61,13.7,1.072,1.209,388,169,69.01,73.18
TV-09,1187.81241428571,2332.31515714286,822.767528571429,-790.746557142857,2551.59488571429,1132.57478571429,763.040571428571,8.5,3.73,0.51,13.2,0.536,1.003,307,147,69.01,177.35
TV-09,1191.19757142857,2342.9646,837.615728571428,-773.399442857143,2128.65364285714,1139.22887142857,769.375028571429,8.5,3.73,0.51,12.8,0.608,1.003,316,149,58.01,175.55
TV-09,1190.81982857143,2340.69814285714,844.037357142857,-769.927114285714,9575.44727142857,1152.98742857143,773.210571428571,8.5,3.72,0.51,12.8,0.64,1.003,309,146,65.01,204.90
Ve-CA,1215.86708571429,1925.87837142857,805.071728571428,830.002757142857,1056.90998571429,1151.08418571429,1484.12262857143,8,3.62,0.51,12.2,0.56,1.149,165,114,56.01,200.94
Ve-CA,1221.02472857143,1930.30958571429,810.519942857143,829.421614285714,1058.27567142857,1149.12282857143,1486.20021428571,8.1,3.63,0.5,12.2,0.544,1.191,171,103,80.01,179.75
Ve-CA,1221.18454285714,1931.92225714286,805.347771428571,829.218214285714,1058.2902,1147.66997142857,1492.53467142857,8.1,3.62,0.51,12.2,0.616,1.149,166,109,77.01,130.16
WB-10,1146.43504285714,2995.8786,1057.24414285714,1271.42434285714,1238.18297142857,1132.86535714286,866.9925,6.9,3.51,0.7,14.2,0.44,1.251,292,214,65.01,272.24
WB-10,1143.04988571429,2980.66718571429,1059.29267142857,1323.6255,1243.05004285714,1131.89194285714,865.626814285714,6.9,3.52,0.7,14.2,0.464,1.226,303,199,47.00,137.35
WB-10,1144.31387142857,2977.31108571429,1060.65835714286,1283.38135714286,1248.0624,1131.70307142857,868.256485714286,6.9,3.52,0.66,14.2,0.464,1.26,296,213,49.00,51.95
Wh-10,1235.62594285714,2018.30914285714,786.097414285714,796.645157142857,1031.63027142857,1108.25395714286,1479.47348571429,8.4,3.48,0.62,14,1.152,0.866,697,258,59.01,247.91
Wh-10,1231.84851428571,2008.6767,779.893714285715,796.441757142857,1032.12424285714,1107.93432857143,1482.42278571429,8.4,3.48,0.64,14.4,1.168,0.874,716,268,55.01,233.48
Wh-10,1227.79504285714,2002.15337142857,777.234985714286,797.473285714286,1034.56504285714,1107.80357142857,1485.0234,8.5,3.48,0.63,14.4,1.208,0.874,717,261,54.01,261.43
WH-11,1171.74381428571,3206.07797142857,1029.58174285714,1615.69337142857,1248.2658,1109.6487,845.257757142857,7.4,3.78,0.69,13.2,0.392,0.566,449,175,60.01,387.70
WH-11,1176.34937142857,3212.51412857143,1032.85067142857,1702.16742857143,1250.11092857143,1106.1909,857.113071428572,7.3,3.79,0.63,13.2,0.424,0.549,461,175,60.01,328.64
WH-11,1179.90887142857,3216.11721428571,1033.75144285714,1634.33352857143,1250.08187142857,1105.5807,859.176128571429,7.4,3.78,0.63,13.2,0.424,0.557,477,165,58.01,257.26
